"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","UsdlK","FQ2IWe src","W4Efsd 7"
"https://www.google.com/maps/place/Jewelry+Kharraz+Silvers+and+buy+gold+and+welding/data=!4m7!3m6!1s0x3dff37bc4a4cabf7:0xc9f2cb84c61fff5d!8m2!3d15.4633717!4d45.3241771!16s%2Fg%2F11c6rwnt0b!19sChIJ96tMSrw3_z0RXf8fxoTL8sk?authuser=0&hl=en&rclk=1","Jewelry Kharraz Silvers and buy gold and welding","3.7","(3)","Jewelry store","Closed","· Opens 9 am","F87F+8MV","+967 6 301 505","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxP8R1-pu3n5BDeMeUF-7NlBb5nntImgPhj5GNLMelxkkPVkcGu8Hx1H5Wt6OryBIGw__krgPl6u92OQqA-ZcTpwF80n7LerX0brGqqRJH808Ux79d53D3LehUSXk9u4yTjmuslXBHYZh41=w122-h92-k-no",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%B3%D9%85%D9%8A%D8%B1+%D8%A7%D9%84%D8%B1%D8%A7%D8%A6%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x161ce90da92da573:0xd725d2786a9cfc1c!8m2!3d13.9736034!4d44.175403!16s%2Fg%2F11sjj2fywv!19sChIJc6UtqQ3pHBYRHPycanjSJdc?authuser=0&hl=en&rclk=1","مجوهرات سمير الرائد","5.0","(1)","Jewelry store","مجمع جرعان التجاري، شارع العدين، مدخل المحافظه","Closed","","+967 775 101 003","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwN1kZAWl9jzEhDNGlw7P8g4qazYahZITy0faKVyZ0ltJMhYWZv3XJFaBmo2T_t5Kc8fVy8CIxsYAIyKBhfwUzsDDiAMgcYJ1xLlp7g422w-vw5VSCtURLTm85lbimm4oQSRUf6Q=w80-h142-k-no","· Opens 8:30 am"
"https://www.google.com/maps/place/%D8%A7%D9%84%D8%B4%D8%A7%D8%AD%D8%B0%D9%8A+%D9%84%D9%84%D8%B0%D9%87%D8%A8+%D9%88%D8%A7%D9%84%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x1603dbbb9e6d08a3:0x4de83ff0e84227bc!8m2!3d15.3494434!4d44.1979097!16s%2Fg%2F11h6s5vhzv!19sChIJowhtnrvbAxYRvCdC6PA_6E0?authuser=0&hl=en&rclk=1","الشاحذي للذهب والمجوهرات","4.7","(9)","Jewelry store","Closed","· Opens 9 am","85XX+Q5F","+967 1 275 141","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzVbipo7B77t7lXFLEXAtEJ-dzeFTAGrlt6KnipBB8D0Nw2EXC3yAKLkSHhRq-VFFYuTW61jggOHX_XJP-blDakufugLSo3GMRkGnDY8_eFanMG3QqiNtd9OqWLxQeWBI1KNjHd=w80-h96-k-no",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D8%B1%D9%81%D8%A7%D8%B9%D9%8A+%28%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D9%86%D8%B9%D9%85%29%E2%80%AD/data=!4m7!3m6!1s0x1603c515856fe0d5:0x7acfba437294b4a9!8m2!3d15.285764!4d44.222841!16s%2Fg%2F11jsjgvpcj!19sChIJ1eBvhRXFAxYRqbSUckO6z3o?authuser=0&hl=en&rclk=1","مجوهرات الرفاعي (محمد عبدالمنعم)","5.0","(2)","Jewelry store","Closed","· Opens 9 am","76PF+853","+967 1 683 298","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylbY5pF-53kVZzLqv_WefDZO7eFupuRplS940-igeHHfAwYrCVtsOZH3qozyOpCmrs78lD5Dya5zKz-jgb23a7FutzalJxtOXVMIaXpkiy8ZTNdT4g30xdkm2TDLNqhxuuz1fbmw=w80-h121-k-no",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D8%AD%D8%A7%D8%AC+%D8%B9%D9%84%D9%8A+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%8A%D9%85+%D8%A7%D9%84%D8%B3%D9%84%D9%8A%D9%85%D8%A7%D9%86%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x1602e01c611248e7:0x4401ba6272e0d955!8m2!3d14.5493477!4d44.4031321!16s%2Fg%2F11gbl4477q!19sChIJ50gSYRzgAhYRVdngcmK6AUQ?authuser=0&hl=en&rclk=1","مجوهرات الحاج علي عبدالرحيم السليماني","5.0","(9)","Jewelry store","Closed","· Opens 8 am","GCX3+P7J","+967 6 502 205","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png",""
"https://www.google.com/maps/place/%D8%A7%D9%84%D8%BA%D8%A7%D9%84%D8%A8%D9%8A+%D9%84%D9%84%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x161ce9520cf074ef:0x99f15e66fadd07e7!8m2!3d13.9654284!4d44.1817221!16s%2Fg%2F11h0vvr8cv!19sChIJ73TwDFLpHBYR5wfd-mZe8Zk?authuser=0&hl=en&rclk=1","الغالبي للمجوهرات","5.0","(2)","Jewelry store","Closed","· Opens 8 am","X58J+5MH, Taiz St","","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png",""
"https://www.google.com/maps/place/Zilarra+Jewelry/data=!4m7!3m6!1s0x1603c51ba2a7ef55:0x3e3b74635478d735!8m2!3d15.3086213!4d44.1913512!16s%2Fg%2F11stz3gjq0!19sChIJVe-nohvFAxYRNdd4VGN0Oz4?authuser=0&hl=en&rclk=1","Zilarra Jewelry","","","Jewelry store","Open 24 hours","","Hadda street","+967 775 484 328","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%B9%D8%B1%D8%B4+%D8%A8%D9%84%D9%82%D9%8A%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3dff31b83c5ae113:0x6b00ca2b3d015bac!8m2!3d15.4977302!4d45.3783454!16s%2Fg%2F11ftw4_zfl!19sChIJE-FaPLgx_z0RrFsBPSvKAGs?authuser=0&hl=en&rclk=1","مجوهرات عرش بلقيس","4.3","(3)","Wholesale jeweler","","","F9XH+38X","+967 717 025 552","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-q3eDF5JVK5aJd0VgU2YalcPJBtFdNd620ISI0x4dy5L-YglmY5LxFrZ8zkfdBY3z5HFhQaxnb0UtKvPtVFrPsAQ54dHmlJuyi3Q74wJU937zDxIjx_qcxnIoIAGF4jvg1uDIEQ=w80-h142-k-no",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x161c6ecfd2602bf5:0x47440279f13731de!8m2!3d13.5736171!4d44.0127204!16s%2Fg%2F11gcn8lhlk!19sChIJ9Stg0s9uHBYR3jE38XkCREc?authuser=0&hl=en&rclk=1","مجوهرات الجزيرة","3.7","(21)","Jewelry store","Closed","· Opens 8 am","H2F7+C3X","+967 738 543 039","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhxbrMbtMH7xE9c2LDCm86D8Cj85S3KJraHnARAKM4qeCFpsUhi3oBAexugRvs27JR8b9JCAzwAmb27ZZFBnyNxdFPuPJwQdfZRHWXCZbdbdYHVLWi_wa82VjvfpfUFMHpEnB4jQ=w141-h92-k-no",""
"https://www.google.com/maps/place/Abu+Hussn+for+Gold+and+Jewelry+-+%D8%A3%D8%A8%D9%88%D8%AD%D8%B3%D9%86+%D9%84%D9%84%D8%AD%D9%84%D9%8A+%D9%88%D8%A7%D9%84%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x161c6fd60afa70d9:0xf943274978a92f1a!8m2!3d13.5749521!4d44.0081319!16s%2Fg%2F11llbt_qqy!19sChIJ2XD6CtZvHBYRGi-peEknQ_k?authuser=0&hl=en&rclk=1","Abu Hussn for Gold and Jewelry - أبوحسن للحلي والمجوهرات","5.0","(5)","Jewelry store","Closed","· Opens 7 am","H2F5+X7J, 26th Street","+967 4 251 025","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D8%B9%D8%A8%D8%A7%D8%B3%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x161ce921ebb76c25:0x7c7ad5d4853d725e!8m2!3d13.9738454!4d44.1839477!16s%2Fg%2F11fct34m87!19sChIJJWy36yHpHBYRXnI9hdTVenw?authuser=0&hl=en&rclk=1","مجوهرات العباسي","3.7","(3)","Jewelry store","إب، Add","Closed","","","https://lh3.googleusercontent.com/p/AF1QipPwV7vceONUQkLc6PnpHdh7FmQYlfNvqmMnapsC=w163-h92-k-no","· Opens 8:30 am"
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D9%86%D8%AC%D9%88%D9%85+%D8%A7%D9%84%D8%B0%D9%87%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x1603dbac5482bcc9:0x65608cb6075fadf8!8m2!3d15.3538749!4d44.2072877!16s%2Fg%2F11gdkpc3z_!19sChIJybyCVKzbAxYR-K1fB7aMYGU?authuser=0&hl=en&rclk=1","مجوهرات نجوم الذهب","3.7","(3)","Jewelry store","Closed","· Opens 8:30 am","·","+967 1 285 361","https://lh3.googleusercontent.com/p/AF1QipOkZUWlFQff9lWxm9w-P6naPZx7ifHeTChSyS0t=w80-h94-k-no",""
"https://www.google.com/maps/place/%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D9%86%D9%8A+%D9%84%D9%84%D8%B0%D9%87%D8%A8+%D9%88%D8%A7%D9%84%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x1603db9d6d603997:0xfc45a6d93cd82176!8m2!3d15.3542241!4d44.1832864!16s%2Fg%2F11f3y8p4vz!19sChIJlzlgbZ3bAxYRdiHYPNmmRfw?authuser=0&hl=en&rclk=1","الحياني للذهب والمجوهرات","4.6","(5)","Jewelry store","Closed","· Opens 9 am","953M+M8M","+967 1 469 090","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2lY1_hkDHohdaNkLg_RkvNiKBRhukbgbxn3NnClh9gYXZ2VHvVlzWSxRMXd0ttB_G0net4frQV8SHUkZKf3zUNAY5kzW0h2zc59PiCRMIlYr9QsRLvKBSeSbZ6Xtzzgu9RXB6=w163-h92-k-no",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%A7%D9%84%D8%B3%D8%AF+%D9%84%D8%A8%D9%8A%D8%B9+%D9%88%D8%B4%D8%B1%D8%A7+%D8%A7%D9%84%D8%B0%D9%87%D8%A8+%D9%88%D8%A7%D9%84%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D9%88%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D8%A7%D8%AA+%D8%A7%D9%84%D8%B1%D8%A7%D9%82%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3dff37665ced0fb5:0xbdea1f1283d13d12!8m2!3d15.4629111!4d45.3230941!16s%2Fg%2F11nngvb017!19sChIJtQ_tXGY3_z0REj3RgxIf6r0?authuser=0&hl=en&rclk=1","مجوهرات السد لبيع وشرا الذهب والمجوهرات والساعات الراقيه","5.0","(1)","Jewelry store","Closed","· Opens 9 am","·","+967 714 755 580","https://lh3.googleusercontent.com/p/AF1QipOzumMMwE6LjSXcI0t5UiBIH_mUPnaOKzcpZ5cC=w204-h92-k-no",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%AD%D9%85%D9%88%D8%AF+%D8%A7%D9%84%D8%B0%D8%A8%D8%AD%D8%A7%D9%86%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x1603c5bbdae24c09:0xb58ad8a3fcade068!8m2!3d15.2859761!4d44.2225218!16s%2Fg%2F11mm5q0r_v!19sChIJCUzi2rvFAxYRaOCt_KPYirU?authuser=0&hl=en&rclk=1","مجوهرات حمود الذبحاني","","","Jewelry store","Closed","· Opens 9:30 am","·","+967 779 985 656","https://lh3.googleusercontent.com/p/AF1QipOzoU66eQ49HypcFMHzcDgZ9HK-MDWCAojWF75s=w131-h92-k-no",""
"https://www.google.com/maps/place/Abu+Ali+for+Jewelry+%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%A3%D8%A8%D9%88+%D8%B9%D9%84%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x1603dbbd90792cdf:0x67bc24e00f2b3872!8m2!3d15.3065579!4d44.2361679!16s%2Fg%2F11txy0fpsp!19sChIJ3yx5kL3bAxYRcjgrD-AkvGc?authuser=0&hl=en&rclk=1","Abu Ali for Jewelry مجوهرات أبو علي","4.2","(5)","Jewelry store","سوق شميلة","Closed","","+967 774 644 457","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtzEoHvF1S43kBzRz29q81I1Fd58-Vb0_kj8Hp77bQSwN07PiIACIebWSVwSdRbwW8q2HCeYdbfayFUzh6difXPzBrmuwYWrJhbvrb4FXuPAygGSiz2Xz1lHU7buvQaGF-icAw=w194-h92-k-no","· Opens 9:20 am"
"https://www.google.com/maps/place/%D9%86%D9%88%D8%A7%D8%B9%D9%85+%D9%84%D9%84%D8%B0%D9%87%D8%A8+%D9%88%D8%A7%D9%84%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x1603c5569f0db77b:0x2bd26f74282dcc8b!8m2!3d15.2859407!4d44.2311101!16s%2Fg%2F11gxqlq4lx!19sChIJe7cNn1bFAxYRi8wtKHRv0is?authuser=0&hl=en&rclk=1","نواعم للذهب والمجوهرات","5.0","(1)","Jewelry store","Closed","· Opens 9:30 pm","76PJ+9CH","+967 1 640 295","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz_xYmn7psQDCJv9f5DPpjjoycZifp7SwDLYnGaVi5flDejvpNdm0jeMjznMG9D0yzwKt_VtgmD3vp1UDJrAVAqIdxlKJZ_62NiSiFtGsY7vEBpghrKTBfnMwNpRliuK5Wt_LtfqA=w80-h106-k-no",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%B5%D9%84%D8%A7%D8%AD+%D8%B9%D9%82%D9%84%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x161c67002e05f8d3:0x963f28b8b6463c8c!8m2!3d13.6072185!4d44.0872768!16s%2Fg%2F11x8pj88xv!19sChIJ0_gFLgBnHBYRjDxGtrgoP5Y?authuser=0&hl=en&rclk=1","مجوهرات صلاح عقلان","5.0","(4)","Jewelry store","","","J34P+VWJ","","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzG0DZeJV7bXEMIRePQuIx6F64jZGFBs8FLo2GEpOx1iRzHAcGe9lXxt2Mqox1fC3M_EWRbJx6steeVQQjkuUm_Sv7HkspERfv0ocUbNwykCJee0gvrSa0fjw1sarDwjQG8e6NJrZ5XBfaG=w80-h106-k-no",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%A7%D8%A8%D9%86+%D8%B9%D8%A8%D8%A7%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x16043b8766beaa41:0x44a8aa654a81f2f8!8m2!3d15.4740586!4d43.3303618!16s%2Fg%2F11tds0s9m3!19sChIJQaq-Zoc7BBYR-PKBSmWqqEQ?authuser=0&hl=en&rclk=1","مجوهرات ابن عباس","3.7","(19)","Jewelry store","Closed","· Opens 8 am","F8FJ+J5M, 313","+967 7 434 575","https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzxB-tlv18nSCpCx2FJ_ub-zlrMGV37gWJnbXYcxgOfjmrWmtjTarfNFxKLVCt9LkrbQMcfFW5SfrlB4FPRFkJtGtAud3wj83H4ljkwqFBhfwHCUZYgBJ0lw6cWUloIKWBnbHKG=w80-h92-k-no",""
"https://www.google.com/maps/place/%D9%85%D8%AC%D9%88%D9%87%D8%B1%D8%A7%D8%AA+%D8%A3%D8%A8%D9%88+%D9%81%D9%8A%D8%B5%D9%84+%D8%A7%D9%85%D8%A7%D9%85+%D8%A7%D9%84%D8%AD%D8%A7%D8%AC%D8%A8+%D9%85%D9%88%D9%84+%D9%84%D9%84%D9%85%D9%84%D8%A7%D8%A8%D8%B3+%D8%A7%D9%84%D8%AC%D8%A7%D9%87%D8%B2%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x16053c68f0566adb:0x3340e9069106974d!8m2!3d14.8175804!4d42.9700812!16s%2Fg%2F11b6p0h041!19sChIJ22pW8Gg8BRYRTZcGkQbpQDM?authuser=0&hl=en&rclk=1","مجوهرات أبو فيصل امام الحاجب مول للملابس الجاهزة","3.9","(50)","Jewelry store","شارع صدام الحديدة","Closed","","","https://lh3.googleusercontent.com/p/AF1QipNdAYDfYanYqD0VGWySFbFCwANyDsyWc9UHu9-c=w80-h106-k-no","· Opens 9 am"
"https://www.google.com/maps/place/Rifai+Jewelry/data=!4m7!3m6!1s0x16053bfb50b810d7:0x9b7aedaf4a219750!8m2!3d14.7969295!4d42.9469229!16s%2Fg%2F11c5xl4_dc!19sChIJ1xC4UPs7BRYRUJchSq_teps?authuser=0&hl=en&rclk=1","Rifai Jewelry","3.8","(4)","Jewelry store","Closed","· Opens 9 am","QWWW+QQF","+967 733 299 428","https://maps.gstatic.com/tactile/pane/result-no-thumbnail-2x.png",""
"","","","","","","","","","",""
